what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486972623
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486975654
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486977886
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486978201
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486978254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486978852
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262486979044
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487038737
activated,editor,com.android.ide.eclipse.adt,0.9.5.v200911191123-20404,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1262487039007
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1262487053460
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487057268
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487059499
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487067013
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487154719
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487155480
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487158762
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1262487158766
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487178580
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487353537
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1262487353628
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1262487357132
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487359065
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262487360968
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1262487360973
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1262487360973
