what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176279819
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176339847
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264176374121
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176374919
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176375752
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176378184
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176384074
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264176384492
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264176403564
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176406427
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176406686
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176416591
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176420291
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176424985
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176855916
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264176913231
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264176933773
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264176934659
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264176953724
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264176954706
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264176972699
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264177008667
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264177120950
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1264177132645
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264177137824
