what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1262500848987
java.vm.specification.version,sysinfo,,,"1.0",1262500848987
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1262500848987
java.vm.version,sysinfo,,,"14.3-b01",1262500848987
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1262500881080
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1262500881094
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1262500910648
started,bundle,jsc.core,0.1.2,"jsc.core",1262500910778
started,bundle,jsc.jsclang.library,0.1.2,"jsc.jsclang.library",1262500910781
started,bundle,jsc.ui.swingosc,0.1.2,"jsc.ui.swingosc",1262500910833
started,bundle,jsc.jsclang,0.1.2,"jsc.jsclang",1262500910868
started,bundle,jsc.ui,0.1.2,"jsc.ui",1262500910936
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1262500910939
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1262500914159
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1262500914405
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1262500914423
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1262500914423
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262500917374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1262500941757
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1262500945928
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1262500946938
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1262500949237
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1262500958074
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1262500986466
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1262501033042
